obs,id,like,comment,share,engagement,log_engage,length,question,valence,hashtag,picture,url,at_mention,emoji
341,133221,7,8,2,17,2.8903717578961645,14,0,0.0,0,0,1,0,0
342,133222,0,3,0,3,1.3862943611198906,41,0,0.0,0,0,0,0,0
343,133223,0,1,0,1,0.6931471805599453,20,0,0.0,0,0,2,0,0
344,133224,0,4,0,4,1.6094379124341003,7,0,0.0,0,0,0,0,0
345,133225,1,1,0,2,1.0986122886681098,6,0,0.0,0,0,1,0,0
346,133226,1,2,0,3,1.3862943611198906,17,0,0.0,0,0,0,0,0
347,133227,1,1,0,2,1.0986122886681098,15,0,0.0,0,0,1,0,0
348,133228,0,1,0,1,0.6931471805599453,13,0,0.0,0,0,0,0,0
349,133229,0,0,0,0,0.0,22,0,0.0,0,0,1,0,0
350,133230,0,2,0,2,1.0986122886681098,26,0,0.0,0,0,2,0,0
351,133231,0,0,0,0,0.0,30,0,0.0,0,0,0,1,0
352,133232,0,0,0,0,0.0,26,0,1.66,0,0,2,0,0
353,133233,0,0,0,0,0.0,43,0,2.04645,0,0,1,0,0
354,133234,0,1,0,1,0.6931471805599453,26,0,0.0,0,0,1,0,0
355,133235,0,2,0,2,1.0986122886681098,35,0,3.3929,0,0,1,0,0
356,133236,0,1,0,1,0.6931471805599453,36,0,0.7000000000000002,0,0,1,0,0
357,133237,1,1,0,2,1.0986122886681098,22,0,0.0,0,0,1,0,0
358,133238,0,1,0,1,0.6931471805599453,41,0,1.66,0,0,0,0,0
359,133239,0,1,0,1,0.6931471805599453,34,0,0.0,0,0,1,0,0
360,133240,0,0,0,0,0.0,44,0,1.6,0,0,1,0,0
361,133241,0,1,0,1,0.6931471805599453,24,0,1.6,0,0,1,0,0
362,133242,0,1,0,1,0.6931471805599453,48,0,0.0,0,0,0,0,0
363,133243,1,1,0,2,1.0986122886681098,38,0,0.0,0,0,1,0,0
364,133244,1,0,0,1,0.6931471805599453,18,0,0.0,0,0,1,0,0
365,133245,0,0,0,0,0.0,22,0,0.0,0,0,1,0,0
366,133246,0,1,0,1,0.6931471805599453,16,0,0.0,0,0,0,0,0
367,133247,0,0,0,0,0.0,42,0,1.6,0,0,2,0,0
368,133248,0,0,0,0,0.0,26,0,0.7000000000000002,0,0,1,0,0
369,133249,0,0,0,0,0.0,27,0,-3.29285,0,0,1,0,0
370,133250,1,1,0,2,1.0986122886681098,18,0,0.0,0,0,1,0,0
371,133251,1,1,0,2,1.0986122886681098,10,0,0.0,0,0,1,0,0
372,133252,2,0,0,2,1.0986122886681098,45,0,-3.1071,0,0,1,0,0
373,133253,1,0,0,1,0.6931471805599453,36,0,3.3929,0,0,1,0,0
374,133254,0,0,0,0,0.0,37,0,3.3929,0,0,1,0,0
375,133255,1,0,0,1,0.6931471805599453,6,0,0.0,0,0,1,0,0
376,133256,1,1,0,2,1.0986122886681098,17,0,0.0,0,0,0,0,0
377,133257,1,1,0,2,1.0986122886681098,15,0,0.0,0,0,1,0,0
378,133258,2,1,0,3,1.3862943611198906,13,0,0.0,0,0,0,0,0
379,133259,1,2,0,3,1.3862943611198906,41,0,1.6,0,0,2,0,0
380,133260,0,0,0,0,0.0,22,0,0.0,0,0,1,0,0
381,133261,0,1,0,1,0.6931471805599453,11,0,0.0,0,0,1,0,0
382,133262,0,0,0,0,0.0,15,0,0.0,0,0,0,0,0
383,133263,0,1,0,1,0.6931471805599453,11,0,0.0,0,0,1,0,0
384,133264,0,1,0,1,0.6931471805599453,36,0,-2.1786,0,0,1,0,0
385,133265,0,0,0,0,0.0,40,1,0.7000000000000002,0,0,0,0,0
386,133266,0,0,0,0,0.0,40,0,3.3929,0,0,0,0,0
387,133267,0,0,0,0,0.0,41,0,2.5211,0,0,1,0,0
388,133268,0,2,0,2,1.0986122886681098,26,0,0.0,0,0,1,0,0
389,133269,0,1,0,1,0.6931471805599453,19,0,0.0,0,0,1,0,0
390,133270,0,0,0,0,0.0,41,0,0.7000000000000002,0,0,1,0,0
391,133271,0,1,0,1,0.6931471805599453,12,0,0.0,0,0,0,0,0
392,133272,0,0,0,0,0.0,33,0,0.0,0,0,1,0,0
393,133273,0,0,0,0,0.0,42,0,2.04645,0,0,1,0,0
394,133274,0,0,0,0,0.0,14,0,0.0,0,0,1,0,0
395,133275,0,1,0,1,0.6931471805599453,20,0,0.0,0,0,1,0,0
396,133276,6,8,1,15,2.772588722239781,22,1,3.1452,0,1,2,0,1
397,133277,0,1,0,1,0.6931471805599453,21,0,3.3929,0,0,0,0,0
398,133278,0,1,0,1,0.6931471805599453,38,0,0.0,0,0,0,0,0
399,133279,0,1,0,1,0.6931471805599453,47,0,2.5,0,0,1,0,0
400,133280,0,0,0,0,0.0,41,0,2.5211,0,0,0,0,0
401,133281,0,1,0,1,0.6931471805599453,47,0,0.7000000000000002,0,0,0,0,0
402,133282,0,0,0,0,0.0,40,0,0.7000000000000002,0,0,2,0,0
403,133283,0,2,0,2,1.0986122886681098,25,0,0.0,0,0,2,0,0
404,133284,1,1,0,2,1.0986122886681098,28,0,0.0,0,0,1,0,0
405,133285,0,0,0,0,0.0,25,0,0.0,0,0,1,0,0
406,133286,0,3,0,3,1.3862943611198906,37,0,0.0,0,0,1,0,0
407,133287,0,0,0,0,0.0,6,0,0.0,0,0,1,0,0
408,133288,0,1,0,1,0.6931471805599453,17,0,0.0,0,0,0,0,0
409,133289,0,1,0,1,0.6931471805599453,15,0,0.0,0,0,1,0,0
410,133290,0,1,0,1,0.6931471805599453,13,0,0.0,0,0,0,0,0
411,133291,0,0,0,0,0.0,20,0,0.0,0,0,1,0,0
412,133292,0,0,0,0,0.0,42,0,2.5,0,0,1,0,0
413,133293,0,1,0,1,0.6931471805599453,37,0,-3.29515,0,0,1,0,0
414,133294,0,1,0,1,0.6931471805599453,19,0,0.0,0,0,1,0,0
415,133295,0,1,0,1,0.6931471805599453,47,0,0.0,0,0,0,0,0
416,133296,3,4,1,8,2.1972245773362196,20,1,0.0,0,1,2,0,1
417,133297,0,2,0,2,1.0986122886681098,30,0,0.0,0,0,0,0,0
418,133298,0,2,0,2,1.0986122886681098,26,0,0.0,0,0,0,0,0
419,133299,1,1,0,2,1.0986122886681098,26,0,0.0,0,0,1,0,0
420,133300,5,7,2,14,2.70805020110221,12,0,0.0,0,0,1,0,1
421,133301,1,3,0,4,1.6094379124341003,41,0,0.0,0,0,0,0,0
422,133302,0,1,0,1,0.6931471805599453,23,1,0.0,0,0,1,0,0
423,133303,1,1,0,2,1.0986122886681098,39,0,0.0,0,0,1,0,0
424,133304,0,0,0,0,0.0,46,0,3.3929,0,0,0,0,0
425,133305,2,2,0,4,1.6094379124341003,33,0,0.0,0,0,0,0,0
426,133306,0,2,0,2,1.0986122886681098,23,0,3.2855,0,0,0,0,0
427,133307,5,9,1,15,2.772588722239781,10,1,0.0,1,1,2,0,1
428,133308,0,2,0,2,1.0986122886681098,43,0,2.04645,0,0,0,0,0
429,133309,0,3,0,3,1.3862943611198906,43,0,0.0,0,0,0,0,0
430,133310,0,2,0,2,1.0986122886681098,37,0,3.3929,0,0,1,0,0
431,133311,2,0,0,2,1.0986122886681098,37,0,0.7000000000000002,0,0,1,0,0
432,133312,0,0,0,0,0.0,41,0,0.0,0,0,2,0,0
433,133313,0,2,0,2,1.0986122886681098,39,0,0.0,0,0,0,0,0
434,133314,0,0,0,0,0.0,15,0,0.0,0,0,1,0,0
435,133315,0,0,0,0,0.0,44,0,0.0,0,0,0,0,0
436,133316,0,0,0,0,0.0,51,0,0.0,0,0,0,0,0
437,133317,0,1,0,1,0.6931471805599453,27,0,0.0,0,0,1,0,0
438,133318,1,1,0,2,1.0986122886681098,38,0,0.0,0,0,0,0,0
439,133319,0,1,0,1,0.6931471805599453,23,1,0.0,0,0,1,0,0
440,133320,0,0,0,0,0.0,46,0,0.0,0,0,1,0,0
441,133321,1,0,0,1,0.6931471805599453,40,0,0.7000000000000002,0,0,1,0,0
442,133322,1,1,0,2,1.0986122886681098,39,0,0.0,0,0,0,0,0
443,133323,1,1,0,2,1.0986122886681098,37,0,0.0,0,0,1,0,0
444,133324,0,0,0,0,0.0,24,0,0.0,0,0,1,0,0
445,133325,0,2,0,2,1.0986122886681098,35,0,3.3929,0,0,0,0,0
446,133326,1,1,0,2,1.0986122886681098,12,0,0.0,0,0,0,0,0
447,133327,0,1,0,1,0.6931471805599453,5,0,0.0,0,0,1,0,0
448,133328,0,0,0,0,0.0,46,0,0.7000000000000002,0,0,1,0,0
449,133329,1,0,0,1,0.6931471805599453,18,0,0.0,0,0,2,0,0
450,133330,1,1,0,2,1.0986122886681098,10,0,0.0,0,0,0,0,0
451,133331,0,1,0,1,0.6931471805599453,5,1,0.0,0,0,0,0,0
452,133332,2,3,0,5,1.791759469228055,16,1,0.0,0,1,1,0,1
453,133333,1,1,0,2,1.0986122886681098,16,1,0.0,0,1,1,0,1
454,133334,1,2,0,3,1.3862943611198906,19,1,0.0,0,1,2,0,1
455,133335,6,9,0,15,2.772588722239781,19,0,3.9483,0,1,1,0,3
456,133336,0,0,0,0,0.0,33,0,2.52645,0,0,1,0,0
457,133337,0,0,0,0,0.0,17,0,0.0,0,0,0,0,0
458,133338,1,1,0,2,1.0986122886681098,15,0,0.0,0,0,1,0,0
459,133339,0,1,0,1,0.6931471805599453,13,0,0.0,0,0,0,0,0
460,133340,0,0,0,0,0.0,18,0,0.0,0,0,1,0,0
461,133341,1,1,0,2,1.0986122886681098,10,0,0.0,0,0,1,0,0
462,133342,6,3,0,9,2.302585092994046,10,1,0.0,0,0,1,0,0
463,133343,0,1,0,1,0.6931471805599453,30,0,0.0,0,0,1,0,0
464,133344,0,0,0,0,0.0,22,0,0.0,0,0,1,0,0
465,133345,0,0,0,0,0.0,26,0,0.0,0,0,1,0,0
466,133346,0,1,0,1,0.6931471805599453,37,0,0.0,0,0,0,0,0
467,133347,0,1,0,1,0.6931471805599453,36,0,2.5,0,0,1,0,0
468,133348,0,1,0,1,0.6931471805599453,32,0,-3.3125,0,0,0,0,0
469,133349,0,0,0,0,0.0,45,0,2.197633333333334,0,0,1,0,0
470,133350,0,1,0,1,0.6931471805599453,31,0,-3.1071,0,0,1,0,0
471,133351,1,0,0,1,0.6931471805599453,15,0,0.0,0,0,1,0,0
472,133352,1,1,0,2,1.0986122886681098,47,0,-3.3519,0,0,0,0,0
473,133353,0,0,0,0,0.0,18,0,0.0,0,0,1,0,0
474,133354,0,1,0,1,0.6931471805599453,10,0,0.0,0,0,1,0,0
475,133355,0,1,0,1,0.6931471805599453,14,0,0.0,0,0,0,0,0
476,133356,0,0,0,0,0.0,39,0,0.0,0,0,2,0,0
477,133357,0,0,0,0,0.0,20,0,0.0,0,0,2,1,0
478,133358,0,0,0,0,0.0,23,0,0.0,0,0,1,1,0
479,133359,0,1,0,1,0.6931471805599453,35,0,0.0,0,0,0,0,0
480,133360,1,0,0,1,0.6931471805599453,21,1,0.0,0,0,1,1,0
481,133361,0,1,0,1,0.6931471805599453,17,0,0.0,0,0,0,1,0
482,133362,0,0,0,0,0.0,15,0,0.0,0,0,1,0,0
483,133363,0,1,0,1,0.6931471805599453,17,0,0.0,0,0,0,0,0
484,133364,0,1,0,1,0.6931471805599453,23,0,0.0,0,0,0,0,0
485,133365,1,7,0,8,2.1972245773362196,15,0,0.0,0,0,1,0,0
486,133366,0,0,0,0,0.0,14,0,0.0,0,0,1,0,0
487,133367,1,1,1,3,1.3862943611198906,6,0,0.0,0,0,1,0,0
488,133368,0,0,0,0,0.0,18,0,0.0,0,0,1,0,0
489,133369,0,0,0,0,0.0,23,0,0.0,0,0,0,0,0
490,133370,2,2,0,4,1.6094379124341003,20,0,3.2855,0,0,0,0,0
491,133371,1,3,1,5,1.791759469228055,33,0,0.0,0,0,1,0,0
492,133372,1,1,0,2,1.0986122886681098,33,0,0.0,0,0,1,0,0
493,133373,0,1,0,1,0.6931471805599453,50,0,0.0,0,0,0,0,0
494,133374,0,4,0,4,1.6094379124341003,33,0,0.0,0,0,1,0,0
495,133375,2,0,0,2,1.0986122886681098,46,0,3.2855,0,0,0,0,0
496,133376,4,2,1,7,2.0794415416798357,9,0,0.0,0,1,1,0,1
497,133377,3,2,1,6,1.9459101490553132,18,0,2.3333,0,1,1,0,1
498,133378,1,1,0,2,1.0986122886681098,14,0,3.0714,0,1,1,0,2
499,133379,6,7,1,14,2.70805020110221,12,0,-2.78,0,1,1,0,1
500,133380,0,1,0,1,0.6931471805599453,14,1,-2.78,0,0,0,0,1
501,133381,0,2,0,2,1.0986122886681098,15,1,3.4677,0,0,0,0,0
502,133382,0,1,0,1,0.6931471805599453,9,0,0.0,0,0,0,0,0
503,133383,1,2,0,3,1.3862943611198906,17,0,-2.78,1,0,0,0,1
504,133384,0,4,0,4,1.6094379124341003,37,0,3.3929,0,0,1,0,0
505,133385,1,1,0,2,1.0986122886681098,26,0,0.0,0,0,1,0,0
506,133386,0,1,0,1,0.6931471805599453,18,0,0.0,0,0,1,0,0
507,133387,1,2,0,3,1.3862943611198906,25,0,0.7000000000000002,0,0,1,0,0
508,133388,2,2,0,4,1.6094379124341003,47,0,1.66,0,0,0,0,0
509,133389,3,1,0,4,1.6094379124341003,47,0,2.58,0,0,0,0,0
510,133390,0,3,0,3,1.3862943611198906,33,0,0.0,0,0,1,0,0
511,133391,1,4,0,5,1.791759469228055,8,0,0.0,0,0,0,0,0
512,133392,2,1,0,3,1.3862943611198906,34,0,0.7000000000000002,0,0,1,0,0
513,133393,2,3,0,5,1.791759469228055,26,0,1.6,0,0,2,0,0
514,133394,2,5,0,7,2.0794415416798357,41,0,0.0,0,0,0,0,0
515,133395,2,4,0,6,1.9459101490553132,44,0,0.7000000000000002,0,0,0,0,0
516,133396,0,2,0,2,1.0986122886681098,32,0,0.0,0,0,1,0,0
517,133397,2,2,0,4,1.6094379124341003,8,0,0.0,0,0,0,0,0
518,133398,1,2,0,3,1.3862943611198906,25,1,0.0,0,0,0,0,0
519,133399,1,1,0,2,1.0986122886681098,48,0,2.797633333333334,0,0,1,0,0
520,133400,0,2,0,2,1.0986122886681098,27,0,0.0,0,0,0,0,0
521,133401,0,2,0,2,1.0986122886681098,6,0,0.0,0,0,1,0,0
522,133402,2,4,0,6,1.9459101490553132,48,0,1.255375,0,0,1,0,0
523,133403,2,6,0,8,2.1972245773362196,33,0,-3.1154,0,0,0,0,0
524,133404,0,0,0,0,0.0,12,0,0.0,0,0,1,0,0
525,133405,1,1,0,2,1.0986122886681098,24,0,0.0,0,0,0,0,0
526,133406,1,1,0,2,1.0986122886681098,39,0,1.6,0,0,1,0,0
527,133407,1,3,0,4,1.6094379124341003,42,0,0.0,0,0,0,0,0
528,133408,1,0,0,1,0.6931471805599453,42,0,0.0,0,0,1,0,0
529,133409,1,1,0,2,1.0986122886681098,27,0,0.0,0,0,1,0,0
530,133410,0,1,0,1,0.6931471805599453,14,0,0.0,0,0,0,0,0
531,133411,0,1,0,1,0.6931471805599453,44,0,0.0,0,0,1,0,0
532,133412,0,0,0,0,0.0,6,0,0.0,0,0,0,0,0
533,133413,0,1,0,1,0.6931471805599453,17,0,0.0,0,0,0,0,0
534,133414,0,1,0,1,0.6931471805599453,15,0,0.0,0,0,1,0,0
535,133415,0,1,0,1,0.6931471805599453,13,0,0.0,0,0,0,0,0
536,133416,1,0,0,1,0.6931471805599453,42,0,2.52645,0,0,2,0,0
537,133417,0,0,0,0,0.0,23,0,0.0,0,0,2,0,0
538,133418,0,3,0,3,1.3862943611198906,41,0,3.3929,0,0,0,0,0
539,133419,0,1,0,1,0.6931471805599453,41,0,1.6,0,0,1,0,0
540,133420,0,4,0,4,1.6094379124341003,33,0,3.9483,0,0,0,0,0
541,133421,1,1,0,2,1.0986122886681098,37,0,0.0,0,0,0,0,0
542,133422,1,1,0,2,1.0986122886681098,31,0,-3.3125,0,0,0,0,0
543,133423,5,12,1,18,2.9444389791664403,14,1,2.318466666666667,0,1,2,0,2
544,133424,0,2,0,2,1.0986122886681098,29,0,0.0,0,0,0,0,0
545,133425,0,2,0,2,1.0986122886681098,42,0,1.6,0,0,0,0,0
546,133426,0,1,0,1,0.6931471805599453,40,0,0.0,0,0,0,0,0
547,133427,0,2,0,2,1.0986122886681098,13,0,0.0,0,0,1,0,0
548,133428,0,0,0,0,0.0,31,0,3.2586,0,0,2,0,0
549,133429,0,0,0,0,0.0,40,0,0.0,0,0,2,0,0
550,133430,0,2,0,2,1.0986122886681098,37,0,2.5211,0,0,0,0,0
551,133431,0,1,0,1,0.6931471805599453,43,0,0.7000000000000002,0,0,0,0,0
552,133432,0,1,0,1,0.6931471805599453,36,0,0.0,0,0,2,0,0
553,133433,1,0,0,1,0.6931471805599453,51,0,0.7000000000000002,0,0,0,0,0
554,133434,0,4,0,4,1.6094379124341003,26,0,0.0,0,0,1,0,0
555,133435,1,2,1,4,1.6094379124341003,6,1,0.0,0,0,0,0,0
556,133436,6,4,2,12,2.5649493574615367,15,0,0.0,0,1,2,0,0
557,133437,4,1,1,6,1.9459101490553132,24,0,2.7227,0,1,2,0,0
558,133438,6,6,2,14,2.70805020110221,24,1,2.8969,0,0,0,0,3
559,133439,2,3,0,5,1.791759469228055,39,0,0.0,0,0,1,0,0
560,133440,3,1,0,4,1.6094379124341003,23,0,3.2855,0,0,1,0,0
561,133441,1,1,0,2,1.0986122886681098,43,0,0.0,0,0,0,0,0
562,133442,1,1,0,2,1.0986122886681098,47,0,-1.5714,0,0,0,0,0
563,133443,1,3,0,4,1.6094379124341003,15,0,0.0,0,0,1,0,0
564,133444,0,1,0,1,0.6931471805599453,35,0,3.2855,0,0,0,0,0
565,133445,0,2,0,2,1.0986122886681098,30,0,0.0,0,0,1,0,0
566,133446,0,0,0,0,0.0,40,0,-3.1071,0,0,2,0,0
567,133447,1,2,0,3,1.3862943611198906,40,0,3.3929,0,0,0,0,0
568,133448,0,0,0,0,0.0,18,0,0.0,0,0,1,0,0
569,133449,0,2,0,2,1.0986122886681098,10,0,0.0,0,0,1,0,0
570,133450,0,1,0,1,0.6931471805599453,18,0,0.0,0,0,1,0,0
571,133451,1,2,0,3,1.3862943611198906,10,0,0.0,0,0,1,0,0
572,133452,0,0,0,0,0.0,33,0,0.0,0,0,1,0,0
573,133453,1,0,0,1,0.6931471805599453,24,0,0.0,0,0,0,0,0
574,133454,1,1,0,2,1.0986122886681098,38,0,2.5,0,0,0,0,0
575,133455,1,1,0,2,1.0986122886681098,36,0,0.0,0,0,2,0,0
576,133456,0,0,0,0,0.0,11,0,0.0,0,0,0,0,0
577,133457,0,1,0,1,0.6931471805599453,9,0,0.0,0,0,0,0,0
578,133458,1,1,0,2,1.0986122886681098,13,0,0.0,0,0,0,0,0
579,133459,0,1,0,1,0.6931471805599453,44,0,2.5,0,0,1,0,0
580,133460,0,6,0,6,1.9459101490553132,16,0,0.0,0,0,1,0,0
581,133461,0,3,0,3,1.3862943611198906,43,0,0.0,0,0,0,0,0
582,133462,0,0,0,0,0.0,40,0,0.0,0,0,2,0,0
583,133463,1,2,0,3,1.3862943611198906,15,0,0.0,0,0,1,0,0
584,133464,0,1,0,1,0.6931471805599453,7,0,0.0,0,0,0,0,0
585,133465,0,0,0,0,0.0,12,0,0.0,0,0,0,0,0
586,133466,0,2,0,2,1.0986122886681098,11,0,0.0,0,0,0,0,0
587,133467,0,2,0,2,1.0986122886681098,14,0,0.0,0,0,0,0,0
588,133468,0,0,0,0,0.0,15,0,0.0,0,0,1,0,0
589,133469,0,1,0,1,0.6931471805599453,13,0,0.0,0,0,0,0,0
590,133470,1,1,0,2,1.0986122886681098,7,0,0.0,0,0,1,0,0
591,133471,7,8,1,16,2.833213344056216,11,0,3.566700000000001,0,0,1,0,2
592,133472,2,2,0,4,1.6094379124341003,12,1,0.0,0,0,1,0,0
593,133473,0,0,0,0,0.0,17,0,0.0,0,0,1,1,0
594,133474,1,1,1,3,1.3862943611198906,15,0,0.0,0,0,0,1,0
595,133475,2,3,0,5,1.791759469228055,44,0,0.0,0,0,2,0,0
596,133476,0,1,0,1,0.6931471805599453,12,0,0.0,0,0,1,0,0
597,133477,0,1,0,1,0.6931471805599453,12,0,0.0,0,0,0,0,0
598,133478,0,2,0,2,1.0986122886681098,11,0,0.0,0,0,0,0,0
599,133479,1,0,0,1,0.6931471805599453,15,0,0.0,0,0,1,1,0
600,133480,4,5,1,10,2.3978952727983707,27,1,2.2202,0,1,2,0,0
601,133481,1,2,0,3,1.3862943611198906,16,0,0.0,0,0,1,0,0
602,133482,3,1,2,6,1.9459101490553132,37,0,0.0,0,0,1,0,0
603,133483,0,1,0,1,0.6931471805599453,42,0,0.0,0,0,0,0,0
604,133484,1,2,1,4,1.6094379124341003,25,0,0.0,0,0,1,0,0
605,133485,0,0,0,0,0.0,21,0,0.0,0,0,1,1,0
606,133486,0,2,0,2,1.0986122886681098,13,0,0.0,0,0,0,1,0
607,133487,0,4,0,4,1.6094379124341003,11,0,0.0,0,0,0,1,0
608,133488,0,0,0,0,0.0,15,0,0.0,0,0,1,1,0
609,133489,0,1,0,1,0.6931471805599453,22,0,0.0,0,0,0,1,0
610,133490,0,1,0,1,0.6931471805599453,10,0,0.0,0,0,1,0,0
611,133491,0,0,0,0,0.0,33,0,0.0,0,0,1,0,0
612,133492,3,1,0,4,1.6094379124341003,43,0,-1.7143,0,0,0,0,0
613,133493,0,1,0,1,0.6931471805599453,33,0,0.0,0,0,1,0,0
614,133494,0,2,0,2,1.0986122886681098,42,0,0.0,0,0,0,0,0
615,133495,2,1,0,3,1.3862943611198906,33,0,0.0,0,0,1,0,0
616,133496,1,2,1,4,1.6094379124341003,28,0,0.0,0,0,0,1,0
617,133497,0,1,0,1,0.6931471805599453,19,0,0.0,0,0,1,0,0
618,133498,2,5,0,7,2.0794415416798357,8,1,0.0,0,0,0,0,0
619,133499,4,2,0,6,1.9459101490553132,16,1,2.71215,0,1,2,0,0
620,133500,3,1,0,4,1.6094379124341003,16,0,3.26455,0,1,2,0,1
621,133501,20,7,2,29,3.4011973816621555,26,1,3.29,0,1,1,0,1
622,133502,0,1,0,1,0.6931471805599453,17,0,0.0,0,0,2,1,0
623,133503,0,2,0,2,1.0986122886681098,13,0,0.0,0,0,0,1,0
624,133504,14,15,4,33,3.5263605246161616,15,0,0.7000000000000002,0,0,1,0,0
625,133505,1,2,0,3,1.3862943611198906,39,0,1.6,0,0,2,0,0
626,133506,2,0,0,2,1.0986122886681098,26,0,1.6,0,0,1,0,0
627,133507,1,3,0,4,1.6094379124341003,26,0,0.0,0,0,1,0,0
628,133508,1,1,0,2,1.0986122886681098,40,0,0.0,0,0,0,0,0
629,133509,2,0,0,2,1.0986122886681098,39,0,0.7000000000000002,0,0,1,0,0
630,133510,1,0,0,1,0.6931471805599453,14,0,0.0,0,0,0,1,0
631,133511,1,1,1,3,1.3862943611198906,42,0,2.94645,0,0,1,1,0
632,133512,1,1,0,2,1.0986122886681098,39,0,2.5,0,0,1,1,0
633,133513,8,8,1,17,2.8903717578961645,11,0,0.0,0,0,1,0,1
634,133514,3,5,1,9,2.302585092994046,21,0,0.0,0,0,1,0,0
635,133515,11,24,2,37,3.6375861597263857,14,0,0.0,0,0,1,0,1
636,133516,1,2,0,3,1.3862943611198906,2,1,2.86,0,0,0,0,0
637,133517,5,3,1,9,2.302585092994046,16,0,0.0,0,1,1,0,1
638,133518,2,1,1,4,1.6094379124341003,10,1,2.42,0,1,2,0,1
639,133519,3,1,1,5,1.791759469228055,15,1,2.38,0,1,2,0,1
640,133520,15,7,2,24,3.2188758248682006,16,0,0.0,0,1,1,0,3
641,133521,16,17,2,35,3.58351893845611,19,0,3.3259,0,1,2,0,1
642,133524,14,20,3,37,3.6375861597263857,25,1,3.7075,0,1,2,1,1
643,133525,13,18,2,33,3.5263605246161616,8,0,0.0,0,1,2,0,1
644,133526,8,10,2,20,3.044522437723423,27,0,2.38,0,1,2,1,1
645,133527,2,3,0,5,1.791759469228055,5,1,0.0,0,0,0,0,0
646,133528,10,8,1,19,2.995732273553991,10,0,2.9643,0,1,1,0,1
647,133529,1,1,0,2,1.0986122886681098,11,0,0.0,0,1,1,0,1
648,133530,0,1,0,1,0.6931471805599453,12,1,1.58,0,1,2,0,1
649,133531,0,4,0,4,1.6094379124341003,10,1,0.0,0,1,1,0,1
650,133532,23,14,4,41,3.7376696182833684,15,0,2.7188,0,1,1,0,3
651,133535,8,6,1,15,2.772588722239781,14,1,3.566700000000001,1,0,0,0,0
652,133536,3,5,0,8,2.1972245773362196,4,1,0.0,0,0,0,0,0
653,133537,15,6,2,23,3.1780538303479458,10,0,0.0,0,1,1,0,0
654,133538,6,28,0,34,3.5553480614894135,20,0,2.63605,0,1,2,0,0
655,133539,2,5,0,7,2.0794415416798357,4,1,0.0,0,0,1,0,0
656,133540,4,20,0,24,3.2188758248682006,13,1,0.5408,0,0,0,0,0
657,133541,9,16,1,26,3.295836866004329,9,0,0.0,0,1,2,0,0
658,133542,20,22,1,43,3.784189633918261,10,0,0.0,0,0,1,0,0
659,133543,2,5,0,7,2.0794415416798357,17,1,2.802233333333334,0,0,0,0,1
660,133544,4,9,1,14,2.70805020110221,25,0,3.566700000000001,1,1,2,0,2
661,133545,2,7,0,9,2.302585092994046,5,1,0.0,0,0,0,0,0
662,133546,9,15,1,25,3.258096538021482,15,1,2.6627,0,1,1,0,1
663,133547,5,3,0,8,2.1972245773362196,9,1,0.0,0,1,2,0,1
664,133548,4,4,0,8,2.1972245773362196,14,0,0.0,0,1,2,0,1
665,133549,13,22,0,35,3.58351893845611,30,0,-1.58,0,1,1,0,2
666,133550,5,26,2,33,3.5263605246161616,9,1,0.0,0,0,0,0,1
667,133551,8,9,3,20,3.044522437723423,6,1,0.0,0,0,0,0,1
668,133552,7,29,0,36,3.6109179126442243,12,1,-0.1833499999999999,0,0,0,0,1
669,133554,14,19,1,34,3.5553480614894135,21,0,0.0,0,1,2,0,1
670,133555,8,27,3,38,3.6635616461296463,26,0,2.3854,0,1,2,0,1
671,133556,10,24,2,36,3.6109179126442243,27,0,3.38415,0,1,2,0,4
672,133557,9,23,2,34,3.5553480614894135,5,0,0.0,0,0,0,0,0
673,133559,21,17,1,39,3.6888794541139363,19,1,0.0,0,1,1,0,1
674,133560,14,20,2,36,3.6109179126442243,32,0,3.6333,0,1,1,0,1
675,133561,32,11,1,44,3.8066624897703196,35,0,3.61385,0,1,2,0,2
676,133562,18,34,1,53,3.9889840465642745,21,0,3.179066666666666,0,1,1,0,1
677,133564,6,11,0,17,2.8903717578961645,16,1,2.86,0,0,0,0,0
678,133565,12,6,3,21,3.091042453358316,27,0,3.54315,0,1,1,0,0
679,133566,7,1,0,8,2.1972245773362196,41,0,3.02,0,1,1,0,0
680,133567,6,2,0,8,2.1972245773362196,23,0,0.0,0,1,1,0,0
681,133568,11,14,1,26,3.295836866004329,16,1,3.2295,0,0,0,0,1
682,133569,13,10,1,24,3.2188758248682006,18,0,3.9483,0,1,2,0,1
683,133570,8,11,0,19,2.995732273553991,14,0,0.0,0,0,0,0,1
684,133571,9,9,1,19,2.995732273553991,40,0,3.1071,0,1,1,0,0
685,133572,3,1,0,4,1.6094379124341003,46,0,3.58415,0,1,1,0,0
686,133573,10,8,1,19,2.995732273553991,18,0,3.638999999999999,0,0,0,0,1
687,133575,2,6,0,8,2.1972245773362196,14,1,0.0,0,0,0,0,1
688,133576,8,7,1,16,2.833213344056216,39,0,3.2867,0,1,1,0,0
689,133577,4,1,0,5,1.791759469228055,30,0,2.3214,0,1,1,0,0
690,133578,1,1,0,2,1.0986122886681098,14,0,0.0,0,1,1,0,0
691,133579,8,10,0,18,2.9444389791664403,19,0,3.638999999999999,0,0,0,0,1
692,133580,6,11,0,17,2.8903717578961645,10,1,0.0,0,0,0,0,1
